107
-1	0	32	160	16	16
-1	0	48	160	16	16
-1	0	64	160	16	16
-1	0	80	160	16	16
-1	0	96	160	16	16
-1	0	112	160	16	16
-1	0	128	160	16	16
-1	0	144	160	16	16
-1	0	160	160	16	16
-1	0	176	160	16	16
-1	0	192	160	16	16
-1	0	208	160	16	16
-1	0	224	160	16	16
-1	0	240	160	16	16
-1	0	256	160	16	16
-1	0	272	160	16	16
-1	0	288	160	16	16
-1	0	304	160	16	16
-1	0	320	160	16	16
-1	0	336	160	16	16
-1	0	352	160	16	16
-1	0	368	160	16	16
-1	0	384	160	16	16
-1	0	400	160	16	16
-1	0	416	160	16	16
-1	0	432	160	16	16
-1	0	448	160	16	16
-1	0	464	160	16	16
-1	0	480	160	16	16
-1	0	496	160	16	16
-1	0	512	160	16	16
-1	0	1136	160	16	16
-1	0	1152	160	16	16
-1	0	1168	160	16	16
-1	0	1184	160	16	16
-1	0	1200	160	16	16
-1	0	1216	160	16	16
-1	0	1232	160	16	16
-1	0	1248	160	16	16
-1	0	1264	160	16	16
-1	0	1280	160	16	16
-1	0	1296	160	16	16
-1	0	1312	160	16	16
-1	0	1328	160	16	16
-1	0	1344	160	16	16
-1	0	1360	160	16	16
-1	0	1376	160	16	16
-1	0	1808	160	16	16
-1	0	1824	160	16	16
-1	0	1840	160	16	16
-1	0	1856	160	16	16
-1	0	1872	160	16	16
-1	0	1888	160	16	16
-1	0	1904	160	16	16
-1	0	1920	160	16	16
-1	0	1936	160	16	16
-1	0	1952	160	16	16
-1	0	1968	160	16	16
-1	0	1984	160	16	16
-1	0	2000	160	16	16
-1	0	2016	160	16	16
-1	0	2032	160	16	16
1	1	189	141	28	34
1	1	249	142	28	34
1	1	308	143	28	34
1	1	358	143	28	34
-1	0	1472	64	16	16
-1	0	832	96	16	16
-1	0	1216	96	16	16
-1	0	1280	96	16	16
-1	0	1440	96	16	16
-1	0	800	128	16	16
-1	0	1408	128	16	16
-1	0	576	160	16	16
-1	0	640	160	16	16
-1	0	704	160	16	16
-1	0	768	160	16	16
-1	0	1024	160	16	16
-1	0	1600	160	16	16
-1	0	1664	160	16	16
-1	0	1728	160	16	16
-1	0	1488	64	16	16
-1	0	1504	64	16	16
-1	0	1520	64	16	16
-1	0	848	96	16	16
-1	0	864	96	16	16
-1	0	880	96	16	16
-1	0	896	96	16	16
-1	0	912	96	16	16
-1	0	928	96	16	16
-1	0	944	96	16	16
-1	0	1232	96	16	16
-1	0	1296	96	16	16
-1	0	1312	96	16	16
-1	0	1328	96	16	16
-1	0	1344	96	16	16
-1	0	1360	96	16	16
-1	0	1456	96	16	16
-1	0	816	128	16	16
-1	0	1424	128	16	16
-1	0	592	160	16	16
-1	0	656	160	16	16
-1	0	720	160	16	16
-1	0	784	160	16	16
-1	0	1040	160	16	16
-1	0	1056	160	16	16
-1	0	1072	160	16	16
